0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,cluster
0.02269318,-0.7097353,0.74998,0.22885357,0.12683304,-0.85690206,-1.3570163,-0.72019106,-0.45035315,0.33963886,0.5024862,-0.34813902,-0.8524225,-0.85393506,0.3436603,0.17966257,-0.71937823,0.6879294,-0.88813925,-0.98303837,-0.4888852,0.47472143,1.429434,-0.95876443,1.1361693,0.76074857,-0.6540192,-0.49837914,-0.45614222,-1.3828048,1.5055174,-0.46411476,0
1.1799076,0.5344728,-0.756116,0.8256885,-0.037047837,-0.89501774,0.24409358,0.6699117,-0.20199488,0.44841015,-0.35486096,-0.55580664,0.45254952,-2.1059494,-0.545072,1.5531657,0.24519461,-0.55051535,0.16870198,-0.4454962,1.8881212,-1.3620433,1.1045059,0.7213321,0.41255176,-0.08486874,-0.95272774,-1.8762726,-0.094142176,-0.2543578,-1.1831317,0.11503286,0
-0.6485177,-1.0682495,-0.013041522,-0.034532525,-0.020772053,-0.16613448,-0.14051232,0.91610396,-1.6107389,-0.5321616,-0.03702696,-0.6305668,0.5057082,0.17015257,-1.5435116,0.28949216,-1.5855621,2.14975,-0.61526275,-0.06046568,0.5779476,-0.43997157,-0.37441576,-0.14643739,-2.1299336,-1.6326438,-0.1585139,-0.005301613,-1.0984937,1.0981637,1.5959622,-1.0978508,1
0.58054525,0.63817644,-0.93796605,0.060642023,0.47835132,-0.1900138,-0.39346644,0.6593352,0.53803396,0.27748674,0.028761655,-0.0047741206,-0.29537922,-1.7632358,-1.8956872,1.017061,-0.5501559,-0.7388714,-1.4777559,-0.75532776,-0.13595533,0.28525445,0.84576017,0.57190365,0.4888874,1.1506368,-0.25973812,-1.12147,-0.16578312,-0.8488963,-1.520201,-0.27239215,0
-1.0523404,0.44310156,0.09024029,0.20850609,1.1323494,-1.4010863,0.08528283,-0.66879123,0.30548126,-2.053671,-1.0185784,0.6882098,-0.4042071,0.8417961,-0.36130047,-2.1294525,1.3612349,0.6015475,0.7395115,-0.8635084,-2.5358326,-0.70697176,-0.5838173,0.46379688,-0.5912864,-3.0396376,1.4659865,-0.6221651,0.6038908,0.30619344,-1.5427449,-0.060223076,1
0.05839872,1.1455786,-0.49240088,1.3370079,0.5335723,-0.060856238,-0.72798413,-0.83142906,-0.2537823,-0.530297,0.45649663,-0.40597558,-0.031344544,-0.54191405,-0.17184415,0.69464266,-1.3832755,-1.3395916,-0.37467954,-2.7087219,0.509312,0.36011577,1.331418,-0.40714663,0.31594467,1.1184065,-0.2983467,-0.14356518,-0.62509,-2.143735,-0.36790818,-1.1669121,0
-1.6074867,0.7836284,-0.85422605,-1.2192118,-1.1361796,0.41014943,0.589731,-0.6664523,0.90364736,-0.15016845,-1.8066757,0.3851102,-0.79631144,0.47206205,-0.73799664,-0.80307096,0.65099674,1.7608593,-0.73732156,0.6789334,-1.1587778,-3.103221,0.08289874,-1.0179216,-0.32956287,-1.0325963,1.7382882,0.058413353,0.8262454,0.5697666,-1.6237402,-0.52171373,1
-0.46115237,0.88712823,0.040402766,-0.8259003,0.19576992,0.3463623,0.11774983,1.3992829,-0.71340615,1.1235632,-0.1274641,-0.49933726,0.84464115,-0.68595433,0.1785665,0.9393682,-1.5665852,1.16361,-0.6403996,-2.170413,1.7146674,1.8438576,0.3305338,-0.1432224,0.9212813,-0.84969777,-0.68760777,0.6050333,0.5378587,0.9141506,1.247665,0.47715867,0
-0.19732732,2.6161733,0.64620465,3.1684058,-0.16064309,-0.544161,-0.90086734,0.5822289,1.143721,-0.31842577,1.8812438,1.1551162,0.90117145,0.008509828,-0.48097768,1.1631054,0.7209088,-0.18029656,-1.2182521,-1.1125048,1.3537035,0.78706896,-0.22407646,1.0847367,0.28798756,0.38347647,0.6164594,1.7234648,0.92548066,-1.147679,-0.8447241,0.09799507,0
1.386386,-0.02160046,2.2382085,-0.46531737,-1.0373995,-0.8891089,-0.494788,-1.2262912,0.07443266,-0.83272666,0.45262337,0.14129932,-0.45832223,-0.30563405,0.62210166,-0.3532387,-0.8227667,-0.17412676,-1.115974,-0.3120221,0.8029165,-0.55185574,1.1721579,-1.0122174,0.120976344,1.574808,-0.529913,0.1741983,0.5957641,-1.5398184,0.15928513,0.8346861,0
1.5448552,0.2735643,-0.08353601,-0.4219583,1.5796862,0.41799012,-0.28577572,-0.4326482,0.19827247,0.9646325,-0.93330425,0.01352705,0.31049737,3.87735,0.2716722,-0.76807564,0.50842535,0.39116672,-0.0469439,1.4927924,-1.6184672,0.39122888,-1.7022811,-0.9237334,-0.6400149,-1.6897261,0.34047815,-1.7715023,-0.29640582,0.61066645,-0.7366652,-0.44730574,1
-0.22916692,-1.294616,-0.04798218,-0.27932018,-0.8693952,0.07807142,1.6936713,0.11348658,0.3061645,-0.17865269,0.6755601,-0.5758339,-0.06774557,-0.5271082,0.3708459,-0.33701426,0.7768523,-0.4889265,0.55205655,0.31383914,0.35027042,-0.72636104,0.06601102,-0.41363037,-1.115353,0.11148053,-0.6754106,-0.04942454,1.1963784,0.21565385,-0.49550474,0.94405234,0
1.0331303,-3.499087,-0.4425611,1.4320651,4.420756,2.0020044,0.9691881,-1.9369663,-1.0980818,1.3407702,-1.5569371,0.15898503,0.3547958,2.613505,-1.7326021,-0.48454165,-3.204376,-0.027499523,0.5492889,3.124984,-0.06495576,-1.8160164,-1.7343094,2.4677958,3.346721,-1.1420864,1.5485276,2.328064,-1.8294078,1.0124685,1.0148408,1.9934025,1
0.7817532,-0.17891674,-2.4671097,1.8120608,-2.2188935,-0.25475466,1.193172,0.13749066,0.9119632,-0.31884095,0.5175011,-0.39764625,1.3199847,-0.39546004,-0.6927943,1.2589049,-1.9987025,0.07295085,-0.04196903,-1.2466104,-0.37704113,-1.7643702,0.35422218,1.4686247,-0.3871091,-0.552574,-0.5553308,-0.98070556,-0.01135209,-1.2762839,-0.31119877,-2.916022,0
